time,speed
201909102350,39.656
201909110000,40.828
201909110010,39.345
201909110020,39.573
201909110030,38.193
201909110040,40.086
201909110050,41.434
201909110100,40.725
201909110110,38.281
201909110120,41.638
201909110130,40.531
201909110140,38.117
201909110150,41.96
201909110200,40.59
201909110210,39.2
201909110220,41.237
201909110230,41.959
201909110240,41.396
201909110250,40.417
201909110300,41.865
201909110310,39.535
201909110320,35.127
201909110330,37.631
201909110340,38.302
201909110350,40.701
201909110400,40.761
201909110410,38.655
201909110420,40.519
201909110430,38.558
201909110440,30.156
201909110450,40.049
201909110500,40.435
201909110510,40.195
201909110520,39.959
201909110530,40.799
201909110540,40.589
201909110550,40.054
201909110600,40.95
201909110610,40.424
201909110620,38.433
201909110630,38.127
201909110640,38.831
201909110650,38.856
201909110700,37.276
201909110710,33.986
201909110720,36.931
201909110730,35.767
201909110740,34.5
201909110750,37.163
201909110800,36.132
201909110810,35.614
201909110820,36.439
201909110830,38.736
201909110840,37.509
201909110850,38.084
201909110900,37.367
201909110910,38.099
201909110920,37.071
201909110930,38.505
201909110940,38.568
201909110950,39.128
201909111000,37.03
201909111010,38.378
201909111020,38.143
201909111030,38.877
201909111040,38.563
201909111050,37.841
201909111100,38.529
201909111110,37.748
201909111120,38.779
201909111130,38.715
201909111140,37.834
201909111150,38.526
201909111200,37.721
201909111210,38.216
201909111220,38.882
201909111230,38.682
201909111240,38.747
201909111250,38.783
201909111300,39.574
201909111310,39.276
201909111320,37.389
201909111330,38.278
201909111340,38.595
201909111350,37.315
201909111400,39.32
201909111410,41.075
201909111420,37.908
201909111430,37.799
201909111440,38.469
201909111450,37.155
201909111500,35.806
201909111510,38.834
201909111520,35.17
201909111530,37.593
201909111540,36.689
201909111550,36.672
201909111600,36.118
201909111610,35.557
201909111620,35.566
201909111630,36.607
201909111640,32.873
201909111650,35.526
201909111700,35.018
201909111710,28.714
201909111720,30.386
201909111730,29.981
201909111740,27.834
201909111750,21.761
201909111800,23.817
201909111810,24.608
201909111820,25.067
201909111830,27.971
201909111840,32.213
201909111850,31.177
201909111900,27.73
201909111910,31.523
201909111920,22.478
201909111930,29.113
201909111940,27.542
201909111950,33.618
201909112000,32.333
201909112010,30.139
201909112020,32.121
201909112030,32.589
201909112040,33.902
201909112050,33.779
201909112100,34.071
201909112110,33.225
201909112120,32.226
201909112130,33.571
201909112140,35.235
201909112150,34.738
201909112200,34.512
201909112210,33.734
201909112220,29.941
201909112230,20.767
201909112240,34.617
201909112250,37.9
201909112300,39.823
201909112310,38.745
201909112320,38.139
201909112330,39.451
201909112340,39.622
201909112350,39.442
201909120000,37.69
201909120010,39.817
201909120020,39.263
201909120030,41.309
201909120040,38.911
201909120050,41.04
201909120100,40.704
201909120110,40.708
201909120120,40.649
201909120130,41.427
201909120140,37.992
201909120150,40.801
201909120200,36.682
201909120210,38.317
201909120220,40.819
201909120230,40.904
201909120240,40.471
201909120250,41.304
201909120300,41.352
201909120310,39.919
201909120320,36.259
201909120330,39.86
201909120340,38.575
201909120350,40.859
201909120400,41.215
201909120410,41.016
201909120420,35.279
201909120430,35.988
201909120440,35.9
201909120450,34.632
201909120500,38.724
201909120510,39.099
201909120520,38.358
201909120530,41.551
201909120540,41.245
201909120550,40.608
201909120600,40.961
201909120610,38.633
201909120620,41.627
201909120630,40.07
201909120640,37.931
201909120650,39.044
201909120700,37.814
201909120710,32.23
201909120720,36.208
201909120730,37.08
201909120740,35.907
201909120750,36.13
201909120800,31.892
201909120810,36.884
201909120820,39.077
201909120830,37.238
201909120840,38.37
201909120850,36.721
201909120900,37.095
201909120910,36.627
201909120920,38.506
201909120930,38.789
201909120940,38.434
201909120950,39.196
201909121000,38.278
201909121010,39.523
201909121020,41.374
201909121030,37.988
201909121040,27.91
201909121050,40.706
201909121100,38.333
201909121110,39.658
201909121120,39.089
201909121130,37.791
201909121140,39.469
201909121150,38.614
201909121200,37.516
201909121210,38.21
201909121220,38.64
201909121230,38.575
201909121240,38.547
201909121250,38.902
201909121300,37.217
201909121310,37.686
201909121320,38.343
201909121330,38.048
201909121340,37.644
201909121350,37.661
201909121400,38.544
201909121410,38.841
201909121420,38.179
201909121430,38.084
201909121440,38.638
201909121450,36.829
201909121500,37.975
201909121510,33.031
201909121520,35.444
201909121530,36.011
201909121540,35.677
201909121550,33.298
201909121600,35.752
201909121610,35.583
201909121620,33.723
201909121630,21.649
201909121640,21.703
201909121650,27.531
201909121700,25.319
201909121710,24.969
201909121720,22.93
201909121730,20.261
201909121740,15.763
201909121750,16.089
201909121800,15.942
201909121810,17.635
201909121820,19.089
201909121830,17.975
201909121840,14.018
201909121850,15.696
201909121900,15.126
201909121910,13.913
201909121920,19.086
201909121930,13.853
201909121940,14.631
201909121950,16.667
201909122000,21.575
201909122010,20.373
201909122020,17.527
201909122030,17.365
201909122040,21.437
201909122050,33.201
201909122100,30.595
201909122110,24.152
201909122120,18.805
201909122130,25.776
201909122140,15.443
201909122150,30.934
201909122200,29.468
201909122210,21.543
201909122220,20.86
201909122230,22.413
201909122240,23.007
201909122250,18.781
201909122300,21.354
201909122310,26.156
201909122320,38.568
201909122330,39.275
201909122340,38.209
201909122350,37.69
201909130000,38.069
201909130010,37.678
201909130020,37.12
201909130030,37.051
201909130040,38.327
201909130050,36.256
201909130100,38.824
201909130110,39.95
201909130120,39.676
201909130130,40.203
201909130140,40.581
201909130150,35.48
201909130200,40.831
201909130210,40.945
201909130220,40.76
201909130230,39.412
201909130240,38.476
201909130250,39.507
201909130300,40.463
201909130310,41.416
201909130320,38.678
201909130330,40.73
201909130340,40.381
201909130350,40.602
201909130400,38.836
201909130410,40.004
201909130420,40.832
201909130430,38.942
201909130440,41.071
201909130450,40.053
201909130500,40.307
201909130510,40.941
201909130520,39.908
201909130530,41.553
201909130540,37.796
201909130550,39.466
201909130600,41.686
201909130610,38.381
201909130620,36.342
201909130630,40.337
201909130640,39.966
201909130650,41.183
201909130700,41.036
201909130710,38.355
201909130720,39.496
201909130730,41.061
201909130740,41.277
201909130750,39.801
201909130800,41.034
201909130810,39.778
201909130820,41.547
201909130830,40.916
201909130840,40.08
201909130850,38.649
201909130900,41.511
201909130910,39.644
201909130920,38.527
201909130930,38.139
201909130940,38.859
201909130950,39.088
201909131000,37.347
201909131010,37.52
201909131020,36.937
201909131030,36.628
201909131040,38.348
201909131050,32.679
201909131100,29.932
201909131110,34.769
201909131120,26.431
201909131130,18.685
201909131140,25.635
201909131150,30.955
201909131200,35.073
201909131210,36.484
201909131220,37.685
201909131230,39.148
201909131240,39.153
201909131250,39.788
201909131300,37.801
201909131310,39.913
201909131320,40.609
201909131330,37.446
201909131340,39.33
201909131350,38.08
201909131400,30.505
201909131410,37.231
201909131420,38.754
201909131430,39.127
201909131440,37.478
201909131450,38.699
201909131500,38.113
201909131510,38.207
201909131520,39.367
201909131530,38.157
201909131540,38.43
201909131550,37.825
201909131600,37.445
201909131610,36.685
201909131620,36.525
201909131630,37.724
201909131640,35.751
201909131650,37.445
201909131700,36.508
201909131710,37.509
201909131720,38.129
201909131730,35.258
201909131740,35.896
201909131750,36.316
201909131800,37.053
201909131810,37.554
201909131820,36.87
201909131830,36.27
201909131840,35.893
201909131850,36.092
201909131900,36.527
201909131910,36.246
201909131920,36.758
201909131930,35.054
201909131940,37.712
201909131950,37.663
201909132000,36.289
201909132010,35.588
201909132020,38.459
201909132030,36.822
201909132040,37.068
201909132050,38.065
201909132100,37.431
201909132110,36.774
201909132120,36.722
201909132130,37.51
201909132140,37.111
201909132150,38.33
201909132200,38.555
201909132210,38.287
201909132220,37.203
201909132230,37.616
201909132240,40.451
201909132250,40.249
201909132300,39.24
201909132310,40.253
201909132320,37.987
201909132330,39.307
201909132340,40.674
201909132350,40.49
201909140000,38.427
201909140010,39.472
201909140020,41.523
201909140030,38.442
201909140040,39.329
201909140050,41.072
201909140100,40.753
201909140110,41.018
201909140120,41.211
201909140130,41.105
201909140140,41.501
201909140150,39.721
201909140200,38.226
201909140210,40.537
201909140220,41.074
201909140230,40.449
201909140240,41.091
201909140250,41.142
201909140300,41.094
201909140310,40.433
201909140320,41.245
201909140330,40.614
201909140340,40.601
201909140350,41.206
201909140400,40.494
201909140410,41.227
201909140420,40.891
201909140430,39.995
201909140440,35.923
201909140450,40.663
201909140500,40.582
201909140510,42.148
201909140520,39.03
201909140530,40.422
201909140540,41.136
201909140550,40.465
201909140600,41.176
201909140610,40.41
201909140620,29.609
201909140630,37.207
201909140640,41.728
201909140650,36.824
201909140700,40.958
201909140710,40.366
201909140720,40.377
201909140730,41.278
201909140740,37.967
201909140750,40
201909140800,41.053
201909140810,39.584
201909140820,39.51
201909140830,40.281
201909140840,37.756
201909140850,40.54
201909140900,39.753
201909140910,38.243
201909140920,38.596
201909140930,39.149
201909140940,38.14
201909140950,38.628
201909141000,37.487
201909141010,38.323
201909141020,38.034
201909141030,38.509
201909141040,37.691
201909141050,37.41
201909141100,36.907
201909141110,37.983
201909141120,37.114
201909141130,37.768
201909141140,36.788
201909141150,37.362
201909141200,37.812
201909141210,39.276
201909141220,38.725
201909141230,38.734
201909141240,38.015
201909141250,36.538
201909141300,38.999
201909141310,37.648
201909141320,38.147
201909141330,38.938
201909141340,39.616
201909141350,38.618
201909141400,40.078
201909141410,39.151
201909141420,37.279
201909141430,37.165
201909141440,38.568
201909141450,35.924
201909141500,38.441
201909141510,37.728
201909141520,38.223
201909141530,38.401
201909141540,38.292
201909141550,37.053
201909141600,37.637
201909141610,30.685
201909141620,36.863
201909141630,36.03
201909141640,36.103
201909141650,38.073
201909141700,37.032
201909141710,36.744
201909141720,35.994
201909141730,37.697
201909141740,35.386
201909141750,36.496
201909141800,37.156
201909141810,36.187
201909141820,35.278
201909141830,36.214
201909141840,34.678
201909141850,31.475
201909141900,37.424
201909141910,35.059
201909141920,35.908
201909141930,34.357
201909141940,36.204
201909141950,37.65
201909142000,37.829
201909142010,36.258
201909142020,36.13
201909142030,36.342
201909142040,37.503
201909142050,37.952
201909142100,38.417
201909142110,36.95
201909142120,36.832
201909142130,39.098
201909142140,37.5
201909142150,37.359
201909142200,37.125
201909142210,38.48
201909142220,37.742
201909142230,38.321
201909142240,38.321
201909142250,39.147
201909142300,37.294
201909142310,40.249
201909142320,40.746
201909142330,39.027
201909142340,38.245
201909142350,38.785
201909150000,39.642
201909150010,39.244
201909150020,40.308
201909150030,39.389
201909150040,41.264
201909150050,38.783
201909150100,38.936
201909150110,41.386
201909150120,39.573
201909150130,40.992
201909150140,41.283
201909150150,40.892
201909150200,37.072
201909150210,41.071
201909150220,40.463
201909150230,41.345
201909150240,40.791
201909150250,39.218
201909150300,39.442
201909150310,41.708
201909150320,40.265
201909150330,41.171
201909150340,40.834
201909150350,40.882
201909150400,40.872
201909150410,41.384
201909150420,40.437
201909150430,28.93
201909150440,37.099
201909150450,39.489
201909150500,41.56
201909150510,40.193
201909150520,40.604
201909150530,40.91
201909150540,40.144
201909150550,36.352
201909150600,41.301
201909150610,41.44
201909150620,39.898
201909150630,41.209
201909150640,41.892
201909150650,40.987
201909150700,39.425
201909150710,40.566
201909150720,40.95
201909150730,38.455
201909150740,38.714
201909150750,41.083
201909150800,40.048
201909150810,38.014
201909150820,38.803
201909150830,39.388
201909150840,37.992
201909150850,39.407
201909150900,38.248
201909150910,39.289
201909150920,37.899
201909150930,35.931
201909150940,38.177
201909150950,35.939
201909151000,37.291
201909151010,36.042
201909151020,35.292
201909151030,36.279
201909151040,36.539
201909151050,32.886
201909151100,38.271
201909151110,37.471
201909151120,37.443
201909151130,35.942
201909151140,37.675
201909151150,36.333
201909151200,38.861
201909151210,37.288
201909151220,40.454
201909151230,38.14
201909151240,37.192
201909151250,36.972
201909151300,39.415
201909151310,38.888
201909151320,38.633
201909151330,38.378
201909151340,38.149
201909151350,38.849
201909151400,37.043
201909151410,37.424
201909151420,36.43
201909151430,37.001
201909151440,37.295
201909151450,37.583
201909151500,38.212
201909151510,37.205
201909151520,29.441
201909151530,19.985
201909151540,29.933
201909151550,21.448
201909151600,36.714
201909151610,36.766
201909151620,34.871
201909151630,36.826
201909151640,35.445
201909151650,30.396
201909151700,35.906
201909151710,36.596
201909151720,35.714
201909151730,35.66
201909151740,36.797
201909151750,34.854
201909151800,34.821
201909151810,35.149
201909151820,35.756
201909151830,34.166
201909151840,35.337
201909151850,33.095
201909151900,35.904
201909151910,35.936
201909151920,36.261
201909151930,35.228
201909151940,36.824
201909151950,36.187
201909152000,38.64
201909152010,34.698
201909152020,36.401
201909152030,38.675
201909152040,36.263
201909152050,36.937
201909152100,37.444
201909152110,38.512
201909152120,38.816
201909152130,40.011
201909152140,36.952
201909152150,36.702
201909152200,40.206
201909152210,36.094
201909152220,37.59
201909152230,36.91
201909152240,38.524
201909152250,37.549
201909152300,39.546
201909152310,40.732
201909152320,40.444
201909152330,38.197
201909152340,37.977
201909152350,38.92
201909160000,39.883
201909160010,41.848
201909160020,40.483
201909160030,38.55
201909160040,40.005
201909160050,41.566
201909160100,40.715
201909160110,40.762
201909160120,40.777
201909160130,40.375
201909160140,40.994
201909160150,40.794
201909160200,37.122
201909160210,41.24
201909160220,40.657
201909160230,41.899
201909160240,38.764
201909160250,41.767
201909160300,40.078
201909160310,38.471
201909160320,41.1
201909160330,38.503
201909160340,36.1
201909160350,39.928
201909160400,39.946
201909160410,37.444
201909160420,41.094
201909160430,37.168
201909160440,39.886
201909160450,40.699
201909160500,40.019
201909160510,41.223
201909160520,37.852
201909160530,39.679
201909160540,38.371
201909160550,39.884
201909160600,41.282
201909160610,41.633
201909160620,41.893
201909160630,40.227
201909160640,38.229
201909160650,37.415
201909160700,36.245
201909160710,26.375
201909160720,31.601
201909160730,37.301
201909160740,34.052
201909160750,29.8
201909160800,29.134
201909160810,37.361
201909160820,37.807
201909160830,38.563
201909160840,37.708
201909160850,36.802
201909160900,37.478
201909160910,39.404
201909160920,37.109
201909160930,38.133
201909160940,39.757
201909160950,40.36
201909161000,37.018
201909161010,36.405
201909161020,37.842
201909161030,37.567
201909161040,38.316
201909161050,38.575
201909161100,37.474
201909161110,38.074
201909161120,36.735
201909161130,37.874
201909161140,37.985
201909161150,36.686
201909161200,38.813
201909161210,38.007
201909161220,37.25
201909161230,38.589
201909161240,39.363
201909161250,41.069
201909161300,40.42
201909161310,39.166
201909161320,39.629
201909161330,37.504
201909161340,38.408
201909161350,38.057
201909161400,37.639
201909161410,37.755
201909161420,39.514
201909161430,36.984
201909161440,39.469
201909161450,38.51
201909161500,38.132
201909161510,39.93
201909161520,37.395
201909161530,39.039
201909161540,39.14
201909161550,38.611
201909161600,37.546
201909161610,38.203
201909161620,37.765
201909161630,37.32
201909161640,38.469
201909161650,36.529
201909161700,34.947
201909161710,34.374
201909161720,31.56
201909161730,31.574
201909161740,23.183
201909161750,27.239
201909161800,30.508
201909161810,32.509
201909161820,31.963
201909161830,30.993
201909161840,11.528
201909161850,29.687
201909161900,32.675
201909161910,32.737
201909161920,32.9
201909161930,34.754
201909161940,35.658
201909161950,35.913
201909162000,34.726
201909162010,35.038
201909162020,35.04
201909162030,34.906
201909162040,36.53
201909162050,36.706
201909162100,34.811
201909162110,35.198
201909162120,35.108
201909162130,36.539
201909162140,35.361
201909162150,36.666
201909162200,37.159
201909162210,38.228
201909162220,38.773
201909162230,39.345
201909162240,39.542
201909162250,38.185
201909162300,40.715
201909162310,40.77
201909162320,39.62
201909162330,41.882
201909162340,38.76
201909162350,38.332
201909170000,41.314
201909170010,41.342
201909170020,37.462
201909170030,40.792
201909170040,41.771
201909170050,40.001
201909170100,38.551
201909170110,41.657
201909170120,38.054
201909170130,38.8
201909170140,37.417
201909170150,36.28
201909170200,37.278
201909170210,37.908
201909170220,36.01
201909170230,35.349
201909170240,40.493
201909170250,38.418
201909170300,35.198
201909170310,36.925
201909170320,40.292
201909170330,40.689
201909170340,38.624
201909170350,40.558
201909170400,39.949
201909170410,40.164
201909170420,35.87
201909170430,36.281
201909170440,34.491
201909170450,40.195
201909170500,35.913
201909170510,34.326
201909170520,41.159
201909170530,41.082
201909170540,38.409
201909170550,38.738
201909170600,39.805
201909170610,39.213
201909170620,40.406
201909170630,40.925
201909170640,38.302
201909170650,37.407
201909170700,37.742
201909170710,36.18
201909170720,34.271
201909170730,35.262
201909170740,33.645
201909170750,33.587
201909170800,37.409
201909170810,37.187
201909170820,38.436
201909170830,36.427
201909170840,36.617
201909170850,37.041
201909170900,36.459
201909170910,38.149
201909170920,38.162
201909170930,39.202
201909170940,39.195
201909170950,37.663
201909171000,37.262
201909171010,38.807
201909171020,39.184
201909171030,38.278
201909171040,39.262
201909171050,36.387
201909171100,37.939
201909171110,37.223
201909171120,36.472
201909171130,36.412
201909171140,37.418
201909171150,36.268
201909171200,37.679
201909171210,37.577
201909171220,40.628
201909171230,40.793
201909171240,38.866
201909171250,38.387
201909171300,39.032
201909171310,39.65
201909171320,39.921
201909171330,39.039
201909171340,38.974
201909171350,39.659
201909171400,38.931
201909171410,38.713
201909171420,40.229
201909171430,38.839
201909171440,38.507
201909171450,39.845
201909171500,39.161
201909171510,37.939
201909171520,38.443
201909171530,37.329
201909171540,35.759
201909171550,36.869
201909171600,36.927
201909171610,38.141
201909171620,38.147
201909171630,36.922
201909171640,35.698
201909171650,35.98
201909171700,36.106
201909171710,35.149
201909171720,30.743
201909171730,32.719
201909171740,23.661
201909171750,32.393
201909171800,30.108
201909171810,32.428
201909171820,26.558
201909171830,25.634
201909171840,26.758
201909171850,31.162
201909171900,33.747
201909171910,33.398
201909171920,34.966
201909171930,33.771
201909171940,35.452
201909171950,34.707
201909172000,34.627
201909172010,35.586
201909172020,34.414
201909172030,35.747
201909172040,34.406
201909172050,36.616
201909172100,36.606
201909172110,36.686
201909172120,36.359
201909172130,36.649
201909172140,35.309
201909172150,31.774
201909172200,29.044
201909172210,38.347
201909172220,38.128
201909172230,37.703
201909172240,39.54
201909172250,38.174
201909172300,38.595
201909172310,40.287
201909172320,38.393
201909172330,40.212
201909172340,40.221
201909172350,40.229
201909180000,40.715
201909180010,40.835
201909180020,38.024
201909180030,40.178
201909180040,39.781
201909180050,41.216
201909180100,41.181
201909180110,41.187
201909180120,38.443
201909180130,40.683
201909180140,41.142
201909180150,41.033
201909180200,38.51
201909180210,41.035
201909180220,41.366
201909180230,41.341
201909180240,40.868
201909180250,41.183
201909180300,39.376
201909180310,36.364
201909180320,36.31
201909180330,37.404
201909180340,40.95
201909180350,41.299
201909180400,41.245
201909180410,41.822
201909180420,39.776
201909180430,34.096
201909180440,36.938
201909180450,37.68
201909180500,38.053
201909180510,39.202
201909180520,40.246
201909180530,41.134
201909180540,41.069
201909180550,40.582
201909180600,41.211
201909180610,37.951
201909180620,39.48
201909180630,38.758
201909180640,39.457
201909180650,36.878
201909180700,36.961
201909180710,34.127
201909180720,37.991
201909180730,38.531
201909180740,36.422
201909180750,34.761
201909180800,31.666
201909180810,37.361
201909180820,38.693
201909180830,38.391
201909180840,38.483
201909180850,37.151
201909180900,38.667
201909180910,35.753
201909180920,36.371
201909180930,38.792
201909180940,39.773
201909180950,37.914
201909181000,37.856
201909181010,38.942
201909181020,38.447
201909181030,39.297
201909181040,36.288
201909181050,36.085
201909181100,38.511
201909181110,37.291
201909181120,37.381
201909181130,38.237
201909181140,37.435
201909181150,37.942
201909181200,38.52
201909181210,39.635
201909181220,39.42
201909181230,38.405
201909181240,41.322
201909181250,38.365
201909181300,39.095
201909181310,39.55
201909181320,39.844
201909181330,41.367
201909181340,39.542
201909181350,38.611
201909181400,40.483
201909181410,39.495
201909181420,39.803
201909181430,38.384
201909181440,39.83
201909181450,40.178
201909181500,39.468
201909181510,38.853
201909181520,39.063
201909181530,39.05
201909181540,38.121
201909181550,38.248
201909181600,37.581
201909181610,37.183
201909181620,36.641
201909181630,34.603
201909181640,31.491
201909181650,36.017
201909181700,34.753
201909181710,34.385
201909181720,32.066
201909181730,32.295
201909181740,32.835
201909181750,29.136
201909181800,27.558
201909181810,26.337
201909181820,30.056
201909181830,31.603
201909181840,33.081
201909181850,27.524
201909181900,30.664
201909181910,33.631
201909181920,32.879
201909181930,34.091
201909181940,34.248
201909181950,34.826
201909182000,32.509
201909182010,31.828
201909182020,34.758
201909182030,34.763
201909182040,34.329
201909182050,35.193
201909182100,35.941
201909182110,35.191
201909182120,35.643
201909182130,35.308
201909182140,35.981
201909182150,34.85
201909182200,28.536
201909182210,35.381
201909182220,38.154
201909182230,38.842
201909182240,38.831
201909182250,39.561
201909182300,38.085
201909182310,38.703
201909182320,38.895
201909182330,39.499
201909182340,40.055
201909182350,41.453
201909190000,38.822
201909190010,41.217
201909190020,39.278
201909190030,39.32
201909190040,41.111
201909190050,41.087
201909190100,41.373
201909190110,41.55
201909190120,40.173
201909190130,41.029
201909190140,41.417
201909190150,41.242
201909190200,36.412
201909190210,40.604
201909190220,42.011
201909190230,41.434
201909190240,38.497
201909190250,40.894
201909190300,40.857
201909190310,39.851
201909190320,39.889
201909190330,38.681
201909190340,37.5
201909190350,41.497
201909190400,41.1
201909190410,41.947
201909190420,40.908
201909190430,41.497
201909190440,39.599
201909190450,38.942
201909190500,38.716
201909190510,37.427
201909190520,38.465
201909190530,38.401
201909190540,39.083
201909190550,40.608
201909190600,41.695
201909190610,41.527
201909190620,38.357
201909190630,41.216
201909190640,38.273
201909190650,37.359
201909190700,36.084
201909190710,33.107
201909190720,36.31
201909190730,37.812
201909190740,34.328
201909190750,31.762
201909190800,35.709
201909190810,38.21
201909190820,36.706
201909190830,38.885
201909190840,37.554
201909190850,37.074
201909190900,38.45
201909190910,37.726
201909190920,37.571
201909190930,39.235
201909190940,38.316
201909190950,40.42
201909191000,36.333
201909191010,38.073
201909191020,39.093
201909191030,38.859
201909191040,38.125
201909191050,36.857
201909191100,37.063
201909191110,39.018
201909191120,38.425
201909191130,38.327
201909191140,38.776
201909191150,37.581
201909191200,40.185
201909191210,40.747
201909191220,39.587
201909191230,37.487
201909191240,39.166
201909191250,38.672
201909191300,39.397
201909191310,37.773
201909191320,38.372
201909191330,38.777
201909191340,39.432
201909191350,39.533
201909191400,38.66
201909191410,40.162
201909191420,39.483
201909191430,38.282
201909191440,39.306
201909191450,39.315
201909191500,39.081
201909191510,38.318
201909191520,37.592
201909191530,37.399
201909191540,38.012
201909191550,36.812
201909191600,37.454
201909191610,36.426
201909191620,39.012
201909191630,38.666
201909191640,35.881
201909191650,34.086
201909191700,33.22
201909191710,33.69
201909191720,33.296
201909191730,27.536
201909191740,29.563
201909191750,31.641
201909191800,29.128
201909191810,32.189
201909191820,32.884
201909191830,28.154
201909191840,31.656
201909191850,32.293
201909191900,31.954
201909191910,33.269
201909191920,34.714
201909191930,34.403
201909191940,33.48
201909191950,33.684
201909192000,34.869
201909192010,35.85
201909192020,34.285
201909192030,35.021
201909192040,34.97
201909192050,35.363
201909192100,36.311
201909192110,35.504
201909192120,35.663
201909192130,33.847
201909192140,34.899
201909192150,36.759
201909192200,35.765
201909192210,36.369
201909192220,37.015
201909192230,36.458
201909192240,37.607
201909192250,38.594
201909192300,40.355
201909192310,39.788
201909192320,41.171
201909192330,40.774
201909192340,39.554
201909192350,38.872
201909200000,37.105
201909200010,40.851
201909200020,39.088
201909200030,37.357
201909200040,38.182
201909200050,41.776
201909200100,41.025
201909200110,41.029
201909200120,40.229
201909200130,39.936
201909200140,41.042
201909200150,40.875
201909200200,36.895
201909200210,38.268
201909200220,41.46
201909200230,40.798
201909200240,39.655
201909200250,39.847
201909200300,39.566
201909200310,40.995
201909200320,40.585
201909200330,39.456
201909200340,36.692
201909200350,37.803
201909200400,41.294
201909200410,40.874
201909200420,38.747
201909200430,36.715
201909200440,35.997
201909200450,40.907
201909200500,40.047
201909200510,36.319
201909200520,33.684
201909200530,40.444
201909200540,36.829
201909200550,39.158
201909200600,37.514
201909200610,37.095
201909200620,40.064
201909200630,38.843
201909200640,37.077
201909200650,38.857
201909200700,38.183
201909200710,35.966
201909200720,35.11
201909200730,36.074
201909200740,34.297
201909200750,34.525
201909200800,37.583
201909200810,38.476
201909200820,36.514
201909200830,37.147
201909200840,37.108
201909200850,36.677
201909200900,36.614
201909200910,37.608
201909200920,37.285
201909200930,37.776
201909200940,38.255
201909200950,39.164
201909201000,39.253
201909201010,36.817
201909201020,38.784
201909201030,37.804
201909201040,36.096
201909201050,37.787
201909201100,37.364
201909201110,36.827
201909201120,38.293
201909201130,37.235
201909201140,37.577
201909201150,38.868
201909201200,38.247
201909201210,38.9
201909201220,39.465
201909201230,37.718
201909201240,38.733
201909201250,38.363
201909201300,40.201
201909201310,38.212
201909201320,37.792
201909201330,39.125
201909201340,38.912
201909201350,38.213
201909201400,38.529
201909201410,38.388
201909201420,40
201909201430,39.97
201909201440,37.635
201909201450,38.573
201909201500,38.136
201909201510,37.429
201909201520,36.618
201909201530,36.851
201909201540,37.421
201909201550,37.569
201909201600,36.356
201909201610,34.796
201909201620,37.551
201909201630,35.71
201909201640,34.849
201909201650,36.023
201909201700,33.717
201909201710,25.573
201909201720,31.257
201909201730,31.187
201909201740,26.688
201909201750,26.173
201909201800,26.161
201909201810,20.63
201909201820,20.46
201909201830,20.672
201909201840,20.482
201909201850,21.843
201909201900,27.369
201909201910,31.695
201909201920,27.263
201909201930,25.971
201909201940,29.778
201909201950,32.497
201909202000,34.509
201909202010,33.879
201909202020,31.587
201909202030,33.608
201909202040,34.972
201909202050,34.364
201909202100,33.218
201909202110,34.459
201909202120,34.43
201909202130,34.644
201909202140,28.238
201909202150,16.403
201909202200,35.091
201909202210,29.452
201909202220,25.35
201909202230,30.864
201909202240,36.185
201909202250,35.131
201909202300,36.813
201909202310,38.086
201909202320,39.805
201909202330,37.786
201909202340,41.129
